Date,High,Low,Open,Close,Volume,Adj Close
2019-01-01,1127.300048828125,1110.0999755859375,1125.25,1121.0,4455850.0,1114.8262939453125
2019-01-02,1127.0,1101.0,1114.5,1106.4000244140625,7144970.0,1100.3067626953125
2019-01-03,1114.5999755859375,1090.0999755859375,1107.5,1092.75,7446457.0,1086.73193359375
2019-01-04,1104.449951171875,1081.0999755859375,1097.4000244140625,1098.6500244140625,8465141.0,1092.5994873046875
2019-01-07,1118.449951171875,1101.0,1107.0,1104.75,5513559.0,1098.665771484375
2019-01-08,1109.949951171875,1096.0,1105.0999755859375,1104.6500244140625,5625153.0,1098.56640625
2019-01-09,1117.0,1098.699951171875,1112.0,1110.75,5766805.0,1104.6328125
2019-01-10,1111.0,1103.0,1107.75,1107.5,4080283.0,1101.400634765625
2019-01-11,1113.800048828125,1088.5999755859375,1107.5999755859375,1098.050048828125,6463903.0,1092.0028076171875
2019-01-14,1100.5,1086.4000244140625,1095.0,1096.800048828125,4111782.0,1090.7596435546875
2019-01-15,1132.0,1105.0,1105.0,1129.6500244140625,10062875.0,1123.4287109375
2019-01-16,1145.0,1130.3499755859375,1135.0,1135.9000244140625,6382777.0,1129.644287109375
2019-01-17,1147.9000244140625,1130.0,1144.449951171875,1134.449951171875,7487963.0,1128.2021484375
2019-01-18,1189.9000244140625,1135.25,1148.800048828125,1184.3499755859375,25684142.0,1177.827392578125
2019-01-21,1239.949951171875,1188.6500244140625,1194.0,1237.699951171875,22038534.0,1230.883544921875
2019-01-22,1246.949951171875,1219.5999755859375,1232.8499755859375,1235.1500244140625,16552819.0,1228.34765625
2019-01-23,1244.199951171875,1222.0,1233.300048828125,1226.300048828125,8829502.0,1219.5465087890625
2019-01-24,1253.199951171875,1220.0999755859375,1225.0,1247.449951171875,13155185.0,1240.579833984375
2019-01-25,1264.699951171875,1235.4000244140625,1250.449951171875,1246.0,8550836.0,1239.137939453125
2019-01-28,1255.949951171875,1222.4000244140625,1250.5,1229.550048828125,8569265.0,1222.778564453125
2019-01-29,1231.6500244140625,1201.3499755859375,1231.0,1210.6500244140625,9328866.0,1203.982666015625
2019-01-30,1225.0,1191.0999755859375,1215.0,1195.699951171875,7846940.0,1189.1148681640625
2019-01-31,1229.699951171875,1201.0,1202.0,1227.1500244140625,10185347.0,1220.3917236328125
2019-02-01,1255.0,1227.050048828125,1234.0,1249.949951171875,9228965.0,1243.066162109375
2019-02-04,1296.949951171875,1242.050048828125,1247.0,1290.9000244140625,11670570.0,1283.7906494140625
2019-02-05,1304.4000244140625,1278.5999755859375,1292.0,1291.550048828125,9362406.0,1284.4371337890625
2019-02-06,1317.6500244140625,1294.25,1296.25,1310.25,9411585.0,1303.0340576171875
2019-02-07,1321.199951171875,1286.0999755859375,1310.25,1290.4000244140625,9212227.0,1283.29345703125
2019-02-08,1300.5,1272.25,1284.800048828125,1277.699951171875,6505502.0,1270.663330078125
2019-02-11,1276.0,1251.0,1275.9000244140625,1253.25,7523999.0,1246.3480224609375
2019-02-12,1272.3499755859375,1251.5,1251.5,1256.4000244140625,6399485.0,1249.480712890625
2019-02-14,1241.0,1218.0,1241.0,1224.199951171875,6627360.0,1217.4578857421875
2019-02-15,1249.9000244140625,1214.0,1229.75,1244.449951171875,9597961.0,1237.596435546875
2019-02-18,1252.5,1215.0,1250.0,1220.0999755859375,9649017.0,1213.3804931640625
2019-02-19,1239.699951171875,1211.199951171875,1218.0,1216.0999755859375,6244189.0,1209.402587890625
2019-02-20,1240.0,1219.0,1223.8499755859375,1234.3499755859375,6298179.0,1227.552001953125
2019-02-21,1257.800048828125,1229.3499755859375,1236.0,1246.9000244140625,10580178.0,1240.032958984375
2019-02-22,1245.300048828125,1226.0,1244.5999755859375,1232.3499755859375,8755865.0,1225.5631103515625
2019-02-25,1243.0,1220.6500244140625,1236.0,1232.300048828125,7852528.0,1225.513427734375
